Username,Total reviews,Location,Date,Content,Rating,Polarity,Subjectivity
Barrett,3 reviews,DE,"May 9, 2023","Awesome gogglesAwesome goggles. I just purchased my third pair and they are for me as I had purchased two for my daughters and they used them this winter and love them.Date of experience: May 09, 2023",5,0.5,0.53
Robert ,1 review,GB,"Apr 5, 2024","Shocking service avoid at all costs Shocking service Delivery not when advertised so I had already gone on ski trip I advised them they had broken the agreement and they just washed their hands of it I said I would send back for refund and they wanted to charge £10To send back poor service product looks cheap also avoid at all costs Date of experience: March 23, 2024",1,-0.34,0.53
Customer,773 reviews,US,"Nov 6, 2023","Happy with my productsI bought two products, the toe covers and a merino wool short sleeve base layer. I love both of the products. The base layer is great, and the toe covers worked great, too.Date of experience: November 05, 2023",5,0.19,0.77
Filippo Daniele,698 reviews,IT,"Dec 29, 2023","Super fast answer to all my question.Super fast answer to all my question.All very kind, great product, great deliveryDate of experience: December 21, 2023",5,0.52,0.73
Valeria Ponce,27K reviews,PE,"Jul 28, 2023","Return Policy NightmareI purchased some things from this company for my father, husband and myself. My father and husband were content with their things but the leggings I purchased was definitely not as good as I expected. So I tried to return them. Their return policy is a complete nightmare. They charge you $10 and you have to use DHL. If a DHL store is way too far from you, they will not give you an alternative. Complete waste of money. I will never use this company again.Date of experience: July 14, 2023",1,-0.06,0.47
Darby Whiteley,1 review,AU,"Dec 23, 2023","complete lack in customer serviceI contacted this company three times about my order within the past 2 weeks and have not yet received a response. I placed my order about 3 weeks ago and my tracking has not been updated in a long time. I understand that it is Christmas and delivery may take longer, however this companies inability to respond to THREE SEPERATE inquiries that I have made regarding my order is beyond inappropriate. I am very unhappy with the complete lack in customer service from this company and as a result I would never recommend this  company or products to anyone in the future. Do better.Date of experience: December 15, 2023",1,-0.15,0.43
Duncan “JollyLifeHeart” Greaves,5 reviews,GB,"Dec 7, 2023","impossible to contactOrdered my jacket and ski socks on the 24th November. Its the 7th now and i leave for my ski holiday in 4 days. still yet to arrive. Customer service is awful. Sent and inquiry form and still haven't got back to me. No contact number either. The price is really good but i cant compare it to the quality as i haven't received it yet.Date of experience: December 07, 2023",1,-0.24,0.65
James Kilcullen,1 review,IE,"Mar 11, 2024","Still waiting on product and any correspondence worst customer service i have ever came across....ordered from the over 6 weeks ago and no update or anything from them....wrote a complaint 3 weeks ago and nothing still. Absolute waste of timeDate of experience: March 11, 2024",1,-0.33,0.53
Sasa Trifunovski,2 reviews,HR,"May 31, 2023","1x M3 and 1x SRX short sleeved jerseyThis is my 10th Siroko item, safe to say I am really happy with options and clothing. 188100 kgXL both jerseys (other jerseys XXL from when I was 115 kg)Date of experience: May 29, 2023",5,0.29,0.54
Adam,5 reviews,NL,"May 8, 2023","Very good productsVery good products. Look nice en fit wel. Service and posting was good. I wonder how is the durability. It seems it should be fine.Date of experience: May 03, 2023",5,0.66,0.68
Arnesano  Luca,14 reviews,IT,"Dec 15, 2023","Great quality!I ordered some winter dungarees, perfect product and shipping!Tested today! Luca (Italy)Date of experience: December 15, 2023",5,0.9,0.88
Ivan,4 reviews,RS,"Dec 7, 2023","Really good quality and supportReally good support and most importantly  the quality of the products is excellent 👌Date of experience: December 07, 2023",5,0.66,0.74
Gary,7 reviews,GB,"May 29, 2023","Top QualityFast delivery, top quality items, 5 stars, I will definitely buy againDate of experience: May 29, 2023",5,0.33,0.5
Isabelle Ferré,1 review,CA,"Jun 17, 2023","Scam, don't trust themI ordered items in November,I never received them(June). I contact the customer service and the company many times but I didn't get anything from them, I am so upset, I was scammedDate of experience: June 17, 2023",1,0.5,0.5
Matt Morrison,10 reviews,GB,"Mar 19, 2024","BEWAREBEWARE. Ordered 2.5 weeks ago and the item hasn’t left ‘county of origin’. Be careful guys I’m thinking the company has gone bust but are still taking orders. Date of experience: March 01, 2024",1,-0.05,0.5
Shane Keenan,1 review,IE,"May 3, 2024","Terrible customer serviceTerrible customer service, wish I had looked through these reviews before purchasing. Would avoid if possible.Date of experience: February 23, 2024",1,-1.0,1.0
Niemeijer,1 review,NL,"Jun 1, 2023","Great productGreat product! Material, fabric and the fit is perfect. Love the SRX serieDate of experience: June 01, 2023",5,0.72,0.69
Caroline,1 review,GB,"Nov 7, 2023","Not as described. Poor customer service and resolutionAppalling customer service. Second time ordering. First pair of glasses excellent quality and as described. Second pair were vastly different from the advertised picture. I raised this with them- they informed me that lenses can vary  “considerably indoors or outdoors”. I felt this was an ok response so went outside the next day in sunlight. They were still nothing like the picture so I informed them and sent evidence. “Please note that as we already explained, The web colour is the colour of the lens in bright conditions and once you can try them in high light conditions, you will be able to see it.”I explained again that as per the photo they are still totally different to the picture advertised. To assure I had covered all boxes I also took a photo in studio light, and edited the picture to add maximum brightness and I could still not achieve a likeness to the advertisement. They have offered for me to return the item at my expense. I have already spent £10.95 on postage and they would like me to pay a further £8 to return them. £18 out of pocket for an item totally different to the advertisement. Would not recommend for accuracy of advertisements or complaint resolution. Be careful when buying with SirkoDate of experience: October 31, 2023",1,0.15,0.47
Marijke De Wilde,1 review,BE,"May 4, 2023","quick delivery/good qualityI am very pleased with the quick delivery and the good quality of the articles I orderedDate of experience: April 28, 2023",5,0.5,0.65
Carmelo Manganaro,5 reviews,GB,"Jan 18, 2024","No response at all from customer care…No response at all from customer care despite a number of emails sent. No telephone number to call on the site in case of issues.Be awareDate of experience: December 14, 2023",1,0.0,0.0
Iduma Ortega,2 reviews,US,"May 4, 2023","My order arrived super fastMy order arrived super fast, and I love my photochromic road race.Date of experience: May 04, 2023",5,0.34,0.63
Luke B,4 reviews,GB,"Jan 21, 2024","As stated by many othersAs stated by many others. Non existent customer services. Trying to return an item and cannot get a response.Date of experience: January 20, 2024",1,0.5,0.5
Adrian Bartkowiak,4 reviews,PL,"Feb 28, 2024","I received an incorrect orderI received an incorrect order. Problem with return. Very poor contact with customer service. I don't recommend it, except Chinese ragsDate of experience: February 12, 2024",1,-0.26,0.39
Amadeusz Z.,1 review,PL,"Jul 12, 2023","thats order was awesomethats order was awesome, I've never been so comfortable bibs.Date of experience: July 11, 2023",5,0.7,0.9
worldwiderufus,2 reviews,AU,"Nov 30, 2023","Excellent products and customer…Excellent products and customer service. the cycling jersey designs are understated yet have a distinct European influence.Date of experience: November 30, 2023",5,0.43,0.43
Jeff Binczyk,773 reviews,US,"May 29, 2023","These guys are crooksThese guys are crooks. Their sizing is ridiculously small. If you order the wrong size, they will exchange for another size, but you pay the price. Shipping to Italy: $170. I’ll never buy from you again.Date of experience: March 01, 2023",1,-0.38,0.65
Nuraiym Ratbek kyzy,698 reviews,DE,"Jan 13, 2024","They don’t send me label for return.They don’t send me label for return.I can’t create in my account this label and I’m waiting almost month for this label.Date of experience: January 13, 2024",1,0.0,0.0
Paige,27K reviews,GB,"Feb 12, 2024","Non existent customer serviceI spent a considerable amount with this company ordering a ski jacket, goggles and gloves for my ski trip. When looking to place the order the checkout specifically said it would arrive by a certain date, which is why I placed the order as I needed it by my ski trip.I received an email the next day from Siroko AND the DHL shipping company with the delivery date as being the following week, which was after the date listed on checkout. I immediately contacted Siroko to find out if this was accurate as I absolutely needed the items before my ski trip (and again, the only reason I ordered from this company as it specifically said it would arrive!)I never received a reply from Siroko and ended up having to purchase a ski jacket, goggles and gloves from another company. Lo and behold, the Siroko items did indeed deliver on the original date despite still receiving emails of delivery times for the week after. At this point I had already bought the other items and have now been forced to pay over £8 to return them back to Siroko.Had customer service simply responded and told me the accurate shipping date I could have avoided this. In fact, to this date they have never bothered to reply to that email.I will never order from this company again due to thisDate of experience: January 10, 2024",1,0.07,0.43
Bianca Mariotti,1 review,IT,"Nov 16, 2023","The company is amazingThe company is amazing! Their clothes are high quality and the people who work at Siroko are so kind!Date of experience: November 15, 2023",5,0.46,0.72
Lieselot Bossuyt,1 review,BE,"Dec 20, 2023","Very happy with the skijacketVery happy with the skijacket. Very good experience. Also quick delivery.Date of experience: December 20, 2023",5,0.76,0.82
Mevr. MELISSA VAN DEN DRIESSCHE,2 reviews,BE,"May 8, 2023","am very satisfied with the sunglassesam very satisfied with the sunglasses. I enjoy walking with them very much. They gladly sit well and do not thank.Date of experience: May 08, 2023",5,0.49,0.75
Carly Norris,7 reviews,AU,"May 30, 2023","was very surprised at how fast the…was very surprised at how fast the shipping was! the quality of the clothes is great ! cant waitto wear them this season !! thank you so muchDate of experience: May 30, 2023",5,0.34,0.79
Kane Hennessy,2 reviews,GB,"Jan 18, 2024","Avoid SirokoFairly good products. Horrendous customer service that will do everything to avoid an exchange or refund. 5 emails sent and no reply. Avoid.Date of experience: January 01, 2024",1,0.7,0.6
Sam Cokes,15 reviews,GB,"Nov 29, 2023","Quick to receive and good equipment.Goggles were good quality and arrived super quicklyDate of experience: November 29, 2023",5,0.52,0.59
Anthony Platt,3 reviews,GB,"May 13, 2024","Totally unhelpful and supportive - Siroko a company that does not cover 'material fault' in their product warrantyTotally unhelpful and supportive of a defect product. Getting ready for a ride, i was gently lifting my cycling glasses out from the hardshell case when they just boke in my hand on the nose bridge. Siroko state - add that breakages, as we can see in the photographs provided, are not covered by the warranty. What??? They were bought for me 2 Christmases ago by my mother, you sadly passed away last August.Correspondence as follows;Dear Siroko (Customer Support).I have a pair of K3s cycling glasses (photochromatic) lenses.I have had these 2 seasons and only wear them during the summer months. The weather in the UK has improved so ahead of my ride today I went to get my glasses out of their protective hardshell case in preparation.On lifting these out of their case at home, they cracked into two pieces and broke away from the frame ☹I have been pleased with my purchase and the standard. However, with the quality brand that Siroko is, I completely did not expect this to happen.Please see the pictures attached.I look forward to your reply.Mr PDear Siriko,As I explained before, I can’t provide the email due to the circumstance that I explained.I am astounded by your warranty claim, as  my glasses broke in my hand when I was lifting them out of their protective hard shell case.That is a failure in the frame material and nothing to do with indemnification of your warranty. It is a clear product failure and as a fair goodwill gesture, the glasses should be replaced.RegardsMr POn Wed, 8 May 2024 at 12:07, SIROKO @siroko.com> wrote:Hi Neil Anthony Platt. We are very sorry for the situation that has arisen, but it is essential to contact us from the same email you sent us. We would like to add that breakages, as we can see in the photographs provided, are not covered by the warranty. Do not hesitate to contact us again if necessary. Greetings from the team of siroko  Date of experience: May 06, 2024",1,0.03,0.61
Jason Summers,16 reviews,US,"Oct 26, 2023","The jersey quality is amazingThe jersey quality is amazing. These are the only ones I buy now. The shipping time to the US is very fast.Date of experience: October 19, 2023",5,0.27,0.73
Amelia Quinney,15 reviews,GB,"Dec 27, 2023","Still haven’t received my refund for my…Still haven’t received my refund for my goods nearly 5 weeks later. Cannot get hold of anyone and now in contact with the bankDate of experience: December 27, 2023",1,0.05,0.2
Gordon Bailey,1 review,IE,"Dec 15, 2023","Prompt deliveriesPrompt deliveries. And top class customer service. Would definitely buy again.Date of experience: December 09, 2023",5,0.25,0.5
Karin Lang,3 reviews,CZ,"Dec 21, 2023","I am very happy with my order SirokoI am very happy with my order Siroko!  I love the design of that jacket!  And the snowboard goggles are great! ❤💪Date of experience: December 21, 2023",5,0.91,0.84
Alban Egger eggermedia,1 review,AT,"Dec 21, 2023","Everything perfectEverything perfect! Fast shipping to AustriaDate of experience: December 21, 2023",5,0.6,0.8
Seán Ó Murchú,3 reviews,GB,"Nov 16, 2023","Great product and quick deliveryGreat product and quick delivery. Highly recommend.Date of experience: November 16, 2023",5,0.41,0.57
Mohamed Reda,3 reviews,NL,"May 29, 2023","Poor customer service & return policyPoor customer service, return is horrible and not a customer centric company, gave one star because the product is good value for money.Date of experience: May 29, 2023",1,-0.17,0.58
Julie wragg,2 reviews,GB,"Jun 23, 2023","where is my orderwhere is my order ? i placed an order for some sunglasses ... payment has been out of my account for a few days now but no goods ! simply NOT good enough and either send the goods or return my hard earned moneyDate of experience: June 20, 2023",1,-0.22,0.44
Lorenzo Polizzi,6 reviews,FR,"Dec 17, 2023","Really nice products and correct price…Really nice products and correct price … keep goingDate of experience: December 08, 2023",5,0.6,1.0
Duncan Henney,1 review,GB,"Jun 24, 2024","Average merchandise for the priceAverage merchandise for the price. Unresponsive and unhelpful customer service, especially around returns.  Not going to use them again and wouldn't recommend.Date of experience: June 24, 2024",1,-0.07,0.7
Julie Morgan,1 review,GB,"Jul 24, 2023","I bought a pair of cycling sunglassesI bought a pair of cycling sunglasses. They arrived in good time and I am very pleased with them.Date of experience: July 24, 2023",5,0.68,0.8
Erkki Abel,1 review,EE,"Aug 16, 2023","Good quality clothes and fast delivery!Date of experience: August 16, 2023",5,0.45,0.6
Ana-Diana Coanda,1 review,CA,"Jul 7, 2023","Excellent productExcellent product, good price, good service!Date of experience: July 07, 2023",5,0.8,0.73
Volker,773 reviews,DE,"May 30, 2023","Very good serviceVery good service; fast end efficient return processDate of experience: May 22, 2023",5,0.6,0.66
Carmen,698 reviews,IE,"Feb 4, 2024","My recent return experience with…My recent return experience with SIROKO was disappointing. Despite clear reasons for return and attempts to communicate, I received a partial refund of €188 instead of the expected €209. Numerous emails to customer service went unanswered. Transparency and responsiveness are lacking. Caution advised for potential customers.Date of experience: January 15, 2024",1,-0.09,0.44
Mariana Storto,27K reviews,IE,"Jan 17, 2024","Siroko sent me my order with an important missing itemThis is my story with Siroko: I fell in love with the brand when I was searching for snowboarding gear, I made a significant purchase on your website and already had planned other purchases because the design and the quality were outstanding in my opinion. Also, they have express deliveries (which are a big plus when it comes to buying gear since some of the websites can take weeks to deliver the products).Well, I bought some 5 products and I waited anxiously for them to arrive.Imagine my surprise when I got my package and one of the outer layers that I ordered was missing.I immediately contacted the support, and had to wait 24 hours for them to get back to me, they asked me for pictures of the products that were delivered, waited for a few more hours and, only then, did they tell me that the product had a ""manufacturing defect"" and was just removed from the website.If there are any problems with the product, this should've been pointed out to me from the beginning. Instead, they decided to send me my purchase as if nothing was missing, waited for me to open a ticket, asked for more proof, and, only then, after a huge effort from my end, gave me an explanation and presented me with options (refund or choose another jacket, which wouldn't arrive in time for my trip). This could have been avoided from the beginning if Siroko had been more transparent about the manufacturing problem with the product. Instead, they let me build my expectations around the outer layer, I lost more than an hour having to deal with this problem, and caused plenty of anxiety — because, I'm traveling on Saturday morning and now I’ll have to sort out a new outer layer (in a country that doesn’t have good stores for snowboarding and ski products).I want to make it clear that my frustration is with the way the brand dealt with the problem, not with the support or the quality of the products.Date of experience: January 17, 2024",1,0.19,0.54
magdalena blechoska,1 review,PL,"May 23, 2023","Fast deliveryFast delivery, nice looking clothes.Date of experience: May 23, 2023",5,0.4,0.8
customer,1 review,GR,"Oct 25, 2023","Really good material and excellent…Really good material and excellent price comparing to other similar products. Superfast delivery to Greece..Date of experience: October 20, 2023",5,0.45,0.59
Steve Yenne,1 review,US,"Jul 11, 2023","Nice fitNice fit, great fabrics, highly recommended!!Date of experience: July 11, 2023",5,0.49,0.67
Vegard Øye,4 reviews,NO,"Oct 19, 2023","DO NOT USE THIS COMPANYDO NOT USE THIS COMPANY. IMPOSSIBLE TO RETURN PRODUCTSDate of experience: October 19, 2023",1,-0.67,1.0
Deborah Wilkins,1 review,GB,"Dec 12, 2023","Amazing quality beautiful colour…Amazing quality beautiful colour grandaughter loved her ski jacket.Date of experience: December 12, 2023",5,0.75,0.93
Miroslav Pátek,1 review,CZ,"Nov 21, 2023","Total satisfaction with both the…Total satisfaction with both the delivery and the individual products.Date of experience: November 21, 2023",5,0.0,0.57
Jackson Campbell,17 reviews,GB,"Dec 22, 2023","Great product and great service to go…Great product and great service to go with it!Date of experience: December 19, 2023",5,0.8,0.75
Лена Рог,1 review,ES,"Nov 29, 2023","snow glassesVery good quality of snow glassesDate of experience: November 29, 2023",5,0.7,0.6
robert brain,5 reviews,GB,"Jul 12, 2023","Superb qualitySuperb quality, good communication regarding delivery, definitely will return to SirokoDate of experience: July 11, 2023",5,0.57,0.7
Kamilla Hellerup,1 review,DK,"Mar 28, 2024","Poor servicePoor service or no service at allDate of experience: March 06, 2024",1,-0.4,0.6
Arek Świtek,13 reviews,PL,"Nov 16, 2023","All goodAll good, good qualityDate of experience: November 16, 2023",5,0.7,0.6
maud avenier,1 review,FR,"Jun 27, 2023","Kids sunglasses are very nice!!Date of experience: June 26, 2023",5,0.2,0.3
Roisin,3 reviews,GB,"Mar 12, 2024","Very unhelpful.Very unhelpful. Date of experience: March 12, 2024",1,0.2,0.3
Marion Sheridan,1 review,IE,"May 4, 2023","Brought 2 items the other day a Jersey…Brought 2 items the other day a Jersey and a cycling jacket the quality in the jacket is great love it. The cycling Jersey is a little light and a bit see-through but like it as well. The delivery was very quick I will be buying from you again. MarionDate of experience: May 04, 2023",5,0.24,0.56
Jan J,1 review,DE,"May 4, 2023","Positive 1st order at SirokoFast delivery, and positive after sales contact. Shirt looks great and fits well, nice designDate of experience: May 03, 2023",5,0.46,0.71
Tim Neumann,1 review,DE,"May 3, 2023","Worst customer service…Worst customer service I've ever experienced! Haven't received the order in the first place and they refuse to resend the clothes or refund the money!Date of experience: May 03, 2023",1,0.08,0.74
Cam,2 reviews,AU,"May 3, 2023","Good quality,Date of experience: April 27, 2023",4,0.7,0.6
Scalpa Americano,1 review,GB,"May 2, 2023","Bought 4 products in total over 2…Bought 4 products in total over 2 months from Siroko 2 of  BX Umbrail 1 SRX PRO Tirrenoand 1 M2 Finish LM2. I have now riden the BX umbrail on 5 Grand Fundo and I can say that it performed admirably. The price was excellent and the quality top level. Confort is a 5 out of 5. The tops also let me breath without absorbing sweat. I took a chance on the product because of price obviously but also because they do explain very well what their product are built for : ie "" Ideal for eight- to ten-hour routes and competitions."" And to my experience it was spot on. I will buy again.And I must say the tops are very cool looking.Date of experience: March 08, 2023",5,0.38,0.76
Selma ,16 reviews,FR,"May 2, 2023","FlawlessGreat experience ! From the online purchase to the delivery. The jersey is perfect for long rides. Thanks !Date of experience: April 29, 2023",5,0.4,0.53
Gustaf Larsson,1 review,SE,"May 2, 2023","Siroko first time customerI just started biking and was in need of a full set of clothing. I found the Siroko website and they had some special prices. Bought a full set for a really good price. The delivery was within 2 days and was to my door without paying any extra. I was surprised by the quality of the clothing and will come back for more. Also, the company contacted me after just a few days asking if everthing was to my satisfaction which proves their overall service and professionalism. I couldn't ask for more service and I'm sure they would have helped out if something was missing or was the wrong size. 5/5. 👌🥇🏆Date of experience: April 28, 2023",5,0.19,0.41
valentina segatta,773 reviews,IT,"May 2, 2023","We love it!!!!Date of experience: April 29, 2023",5,0.5,0.6
Chiara Vogli,698 reviews,IT,"Apr 30, 2023","Very goodVery good quality of the product and I received my order very quickly. I will order again!Date of experience: March 16, 2023",5,0.44,0.52
Tomek Kaminski,27K reviews,PL,"Apr 30, 2023","I bought pro bike shorts and a jacketI bought pro bike shorts and a jacket. Very nice cut and great style. Quality not yet tested but looks very good. Very fast shipping (international)Date of experience: April 21, 2023",5,0.69,0.83
Agnieszka Chęcińska Kopiec,2 reviews,PL,"Apr 28, 2023","Fast and perfect !!Fast and perfect !!! I love your glasses and service a lot !!!Date of experience: April 27, 2023",5,0.68,0.76
Vita Pravdík,10 reviews,CZ,"Apr 28, 2023","pradaCommunication with the store si perfect. The glasses ( K3S Barcelona )are great. Thank you!!!Date of experience: April 20, 2023",5,0.9,0.88
Marek Woronin,1 review,PL,"Apr 27, 2023","A very good shopA very good shop. This is the second purchase , You can always find something for youself . Prices may not be low but sometimes you have to go a little crazy :)))Date of experience: April 27, 2023",5,0.22,0.61
ΔΗΜΗΤΡΑ ΚΑΤΣΑΜΠΕΚΗ De DiKa,1 review,GR,"Apr 27, 2023","The goods were exactly as expected and…The goods were exactly as expected and the delivery time was very fast!!!Date of experience: April 25, 2023",5,0.0,0.37
Damien Ward,1 review,IE,"Apr 27, 2023","Fantastic quality cycling clothing at…Fantastic quality cycling clothing at unbelievable prices, bought a few jerseys and a bib shorts with the strada + pad and they are amazing, super comfy even after 6 hours in the saddle, will be buying from here again. In my opinion go up one size than your usual fit.Superfast shipping times too⭐⭐⭐⭐⭐Date of experience: April 27, 2023",5,0.11,0.64
John,2 reviews,GR,"Apr 27, 2023","Positive first impressionFirst order from them, got an srx and a m3 jersey and a bx bib shorts. Good quality for the money, nice fit and super fast shipping. On the m3 jerseys you may need one size smaller. I would buy again.Date of experience: April 24, 2023",4,0.34,0.58
DN,1 review,IE,"Apr 27, 2023","K3 ZurichReceived my Zurich glasses and very happy with them. Very fast delivery, great product and great customer service.Date of experience: April 25, 2023",5,0.72,0.82
Andrzej Ignaszewski,2 reviews,PL,"Apr 26, 2023","Great stuff from SirokoQuick UE delivery, great quality of clothes, supergood customer service. I recommend bike stuff from Siroko!Date of experience: April 25, 2023",5,0.8,0.75
Tom Lund,2 reviews,DK,"Apr 26, 2023","High quality productHigh quality product. Very good information from order and payment to deliveryDate of experience: April 26, 2023",5,0.53,0.66
Nathan C.,4 reviews,FR,"Apr 25, 2023","Perfect clothes for biking!Buyer from France. I recommend Siroko, excellent brand and great value for money. The M2 jerseys are great, the endurance shorts also for long outings, and the photochromatic goggles do the job to protect your eyes! :)Date of experience: April 23, 2023",5,0.67,0.82
Jeni Barmash,2 reviews,IL,"Apr 25, 2023","The product arrived very quicklyThe product arrived very quickly, it is of accurate quality, I am very satisfiedDate of experience: April 24, 2023",5,0.27,0.41
Alexander Vanderbeke,3 reviews,BE,"Apr 23, 2023","My first order got lost in the mailMy first order got lost in the mail, but after mentioning this they immediately resent the order. Perfect service. Perfect glasses.Gracia.Date of experience: April 21, 2023",5,0.62,0.67
Rocco,1 review,US,"Apr 21, 2023","Glad I found this companyGreat fit & feel. Shipping was crazy fast to the states from Spain. Customer service and prices are great too!Date of experience: April 20, 2023",5,0.26,0.73
James Spear,2 reviews,GB,"Apr 21, 2023","Excellent equipment and speedy…Excellent equipment and speedy delivery. Second time dealing with Siroko and very impressed both times.Date of experience: April 14, 2023",5,0.67,0.67
Robert Larsson,1 review,SE,"Apr 18, 2023","Good quality and Nice price!Good quality and Nice price!4 days deliverytime is excellent!Date of experience: April 18, 2023",5,0.63,0.87
Shyam Krishna Subedi,4 reviews,AU,"Apr 16, 2023","Very bad return policyI bought a cycling Jacket cost me Total: $103.91 AUD using their size chart. My chest is 38"" then choosed XS Chest 38"", but unfortunately this size is too tight on me even I could not zip up the jacket. I request for return but their return procedure have a lots of hassle and cost more than Jacket price. So please don't buy anything from this website. Their return service is too poor.Date of experience: April 16, 2023",1,-0.22,0.68
GIORGOS PSORAKIS,1 review,GR,"Apr 15, 2023","Nice choice!Very good price.Perfect shipping method (dhl express 3 days delivery time...!)Looks good qualityDate of experience: April 15, 2023",5,0.67,0.73
Chris,1 review,GB,"Apr 14, 2023","Poor customer service + qualityDubious listings and terrible customer service. I brought a wildly overpriced thermal base layer shirt that was dubiously alluded to being a full base layer (top + bottom) on the site. On having the item delivered I returned immediately only to be told 2 weeks later that I had to pay an additional import tax on top of my original postal cost to return (somewhere north of £30). On contesting the fee (which is not mentioned anywhere on their site or returns policy), Siroko simply shipped the item back to me and ignored all further communication.Some of the worst customer service I've had from an online company. Quality of clothing is also sub par for the price. There's much better brands out there for this kind of active ware.Date of experience: December 01, 2022",1,-0.07,0.62
Flavia Bolland,3 reviews,GB,"Apr 13, 2023","I bought a ski Sandboard jumper on…I bought a ski Sandboard jumper on 12/02/2023. It arrived in a week or so, very beautiful and of good quality. However, it doesn't fit me. I returned it by post on 21/02/2023, and since 11/03/2023, Spain's authority has kept it on hold for some reason. I paid the return post and insurance.  I guess Siroko hasn't the best return policies. So definitely, if you are in the UK, it's not worth buying it unless you know it will fit and you are not going to return it. Two months and I still have no money back.Date of experience: February 12, 2023",1,0.48,0.47
Artem Kolomiets,2 reviews,FI,"Apr 12, 2023","I got my order from Siroko and I love…I got my order from Siroko and I love it!The material is absolutely quality and soft ❤️Date of experience: April 12, 2023",5,0.27,0.62
Jan Gonda,773 reviews,SK,"Apr 11, 2023","High qualityHigh quality, fast deliveryDate of experience: April 11, 2023",5,0.18,0.57
Markus,698 reviews,AT,"Apr 9, 2023","speedy order processing and shippingordered late Friday evening, delivered on Monday morning, super fast shipping. Good quality and nice designs for a fair price. Will for sure buy again.Date of experience: March 30, 2023",5,0.39,0.75
Ann Laporte,27K reviews,CA,"Apr 9, 2023","Quality Great, pull.over helmet too small…The quality is great I really like the jacket I purchased along with the style. The only problem is the hood is extremely tiny...it's so small I can barely squeeze my naked head through the pull over snow jacket. And the hood does not fit over my helmet. They need to adjust the design for the hood to be larger and fit over a ski helmet. So I will not purchase the pull over next season.Date of experience: January 13, 2023",4,0.14,0.49
Sean,2 reviews,US,"Apr 5, 2023","Be You With SirokoTop quality clothing! Feels, fits, and looks like a customized product. If you want to stand out from the crowd Siroko is for you. Perfect for California riding. My jerseys arrived fast, and I received an email asking if everything was good. Truely the best.Date of experience: April 05, 2023",5,0.56,0.71
Davide,4 reviews,AT,"Apr 5, 2023","Go for it!Quick delivery, fair price and quality seems very good at first trial.Date of experience: April 05, 2023",5,0.62,0.67
Asterios Drogalas,1 review,GR,"Apr 5, 2023","Very pleased with the quality and the…Very pleased with the quality and the price of the products. Love the design ,the colours.Keep up the good job.Date of experience: April 05, 2023",5,0.59,0.8
Alejandro García Pérez,1 review,US,"Apr 5, 2023","Shipment to USAArrived to Seattle from Spain in few days. Excelent quality and very attention to details from Siroko team with follow up email ! For sure I will repeat.Date of experience: April 05, 2023",5,0.18,0.43
Greg W,3 reviews,ES,"Apr 4, 2023","Great prices, great quality, express deliveryReally love the glasses!Date of experience: March 31, 2023",5,0.7,0.7
Anthony and Marion Keating,2 reviews,IE,"Apr 4, 2023","Fabulous cycling clothesFabulous cycling clothes. So comfortable and they look so good. They are priced very competitively. I would definitely recommend Siroko.Date of experience: April 02, 2023",5,0.34,0.64
Mike Bailey,1 review,GB,"Apr 3, 2023","I recently ordered cycling bibI recently ordered cycling bib, top and socks and I absolutely love my order, the quality is very good and the material feels good. Also, the olive colour is amazing!!! I would highly recommend Siroko for anyone looking for affordable and high quality cycling gear.Date of experience: April 01, 2023",5,0.44,0.55
spiritqq,2 reviews,IT,"Apr 3, 2023","I like the clothes of this brand very…I like the clothes of this brand very much, no matter the texture or size, I am very satisfied.  I feel great when I wear it!  I will continue to buy them to keep me motivated!Date of experience: April 03, 2023",5,0.64,0.67
D G,2 reviews,US,"Apr 1, 2023","Very fast ShippingVery fast Shipping, 4 days to the west coast of USA. Fit and feel of J2 Jacket and M2 Jersey is on par with the best. They stay in place, and don't pull or bunch when the rear pockets are full. I would very much recommend.Date of experience: March 30, 2023",5,0.41,0.48
Caitlin Cowdery,3 reviews,GB,"Mar 31, 2023","The skiwear at SIROKO is greatThe skiwear at SIROKO is great! I ordered a pair of black ski trousers, the material is great and the fit is perfect! As a tall girl it can be difficult to find trousers that are long enough and SIROKO catered to that! The trousers are also fleece lined on the inside which made the trousers nice and warm and insulated. Very Impressed with my purchase, thank you SIROKO!Date of experience: March 31, 2023",5,0.43,0.71
Kirunda Alex Kakaire,2 reviews,ES,"Mar 30, 2023","The quality of cycling clothes is…The quality of cycling clothes is excellent.  Been enjoying this brand for close to 2 years now and no regrets so far.Date of experience: March 30, 2023",5,0.52,0.6
Gadis Pertiwi,1 review,MT,"Mar 30, 2023","Love this brandTheir product is so good, nice material and fits perfectly for high impact exercise. Delivery also fast and matched my expectations. Overall really satisfied ❤️Date of experience: March 30, 2023",4,0.46,0.67
Micaela Oliveira,1 review,PT,"Mar 30, 2023","Great quality for gym clothes! c:I ordered some gym clothes (leggings and a sports bra), and not only did I receive my package in the short span of 2 days but the products are great quality too! It's stretchy and comfortable and fits perfectly to my size. Will definitely say I was skeptical after some reviews but my own experience was great!Date of experience: March 28, 2023",5,0.39,0.73
